circRNA,disease,mean_importance,std_importance,n_explanations,rank
hsa_circ_0081108,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,664
hsa_circ_0081143,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,665
hsa_circ_0082081,coronary artery disease,0.2442265883088112,0.1432682781760278,20,666
hsa_circ_0083357,coronary artery disease,0.2442265883088112,0.1432682781760278,20,667
hsa_circ_0083964,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,668
hsa_circ_0087206,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,669
hsa_circ_0087537,facet joint osteoarthritis,0.2442265883088112,0.1432682781760278,20,670
hsa_circ_0087862,"carcinoma, non-small-cell lung",0.2442265883088112,0.1432682781760278,20,671
hsa_circ_0089378,coronary artery disease,0.2442265883088112,0.1432682781760278,20,672
hsa_circ_0089810,primary great saphenous vein varicosities,0.2442265883088112,0.1432682781760278,20,673
hsa_circ_0091570,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,674
hsa_circ_0091579,liver neoplasms,0.2442265883088112,0.1432682781760278,20,675
hsa_circ_0091581,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,676
hsa_circ_0091702,intervertebral disc degeneration,0.2442265883088112,0.1432682781760278,20,677
hsa_circ_0092012,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,678
hsa_circ_0092303,stomach neoplasms,0.2442265883088112,0.1432682781760278,20,679
hsa_circ_0092374,"lupus erythematosus, systemic",0.2442265883088112,0.1432682781760278,20,680
hsa_circ_0092509,osteosarcoma,0.2442265883088112,0.1432682781760278,20,681
hsa_circ_009755,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,682
hsa_circ_0098964,coronary artery disease,0.2442265883088112,0.1432682781760278,20,683
hsa_circ_0099999,pancreatic neoplasms,0.2442265883088112,0.1432682781760278,20,684
hsa_circ_0100783,immunosenescence,0.2442265883088112,0.1432682781760278,20,685
hsa_circ_0101432,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,686
hsa_circ_0102049,osteosarcoma,0.2442265883088112,0.1432682781760278,20,687
hsa_circ_0103552,breast neoplasms,0.2442265883088112,0.1432682781760278,20,688
hsa_circ_0106803,multiple sclerosis,0.2442265883088112,0.1432682781760278,20,689
hsa_circ_0108308,multiple system atrophy,0.2442265883088112,0.1432682781760278,20,690
hsa_circ_0113854,coronary artery disease,0.2442265883088112,0.1432682781760278,20,691
hsa_circ_0123996,mucocutaneous lymph node syndrome,0.2442265883088112,0.1432682781760278,20,692
hsa_circ_0124644,coronary artery disease,0.2442265883088112,0.1432682781760278,20,693
hsa_circ_0126991,essential hypertension,0.2442265883088112,0.1432682781760278,20,694
hsa_circ_0127621,"lymphoma, large b-cell, diffuse",0.2442265883088112,0.1432682781760278,20,695
hsa_circ_0136666,breast neoplasms,0.2442265883088112,0.1432682781760278,20,696
hsa_circ_0136666,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,697
hsa_circ_0137008,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,698
hsa_circ_0137439,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,699
hsa_circ_0137606,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,700
hsa_circ_0141940,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,701
hsa_circ_014724,fatty liver,0.2442265883088112,0.1432682781760278,20,702
hsa_circ_052372,"liver cirrhosis, biliary",0.2442265883088112,0.1432682781760278,20,703
hsa_circ_082319,"liver cirrhosis, biliary",0.2442265883088112,0.1432682781760278,20,704
hsa_circ_087631,"liver cirrhosis, biliary",0.2442265883088112,0.1432682781760278,20,705
hsa_circ_092516,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,706
hsa_circ_100219,breast neoplasms,0.2442265883088112,0.1432682781760278,20,707
hsa_circ_100242,urinary bladder neoplasms,0.2442265883088112,0.1432682781760278,20,708
hsa_circ_100290,"leukemia, myeloid, acute",0.2442265883088112,0.1432682781760278,20,709
hsa_circ_100338,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,710
hsa_circ_100395,ovarian neoplasms,0.2442265883088112,0.1432682781760278,20,711
hsa_circ_101280,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,712
hsa_circ_101396,leukoaraiosis,0.2442265883088112,0.1432682781760278,20,713
hsa_circ_101555,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,714
hsa_circ_101873,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,715
hsa_circ_102470,leukoaraiosis,0.2442265883088112,0.1432682781760278,20,716
hsa_circ_102533,leukoaraiosis,0.2442265883088112,0.1432682781760278,20,717
hsa_circ_103047,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,718
hsa_circ_103783,leukoaraiosis,0.2442265883088112,0.1432682781760278,20,719
hsa_circ_103809,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,720
hsa_circ_103973,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,721
hsa_circ_104075,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,722
hsa_circ_104871,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,723
hsa_circ_402458,"liver cirrhosis, biliary",0.2442265883088112,0.1432682781760278,20,724
hsa_circ_406329,"liver cirrhosis, biliary",0.2442265883088112,0.1432682781760278,20,725
hsa_circ_407176,"liver cirrhosis, biliary",0.2442265883088112,0.1432682781760278,20,726
hsa_circ_cspp1,uterine cervical neoplasms,0.2442265883088112,0.1432682781760278,20,727
hsa_circrna11806-28,coronary artery disease,0.2442265883088112,0.1432682781760278,20,728
hsa_circrna11806-28,"diabetes mellitus, type 2",0.2442265883088112,0.1432682781760278,20,729
hsa_circrna_000479,triple negative breast neoplasms,0.2442265883088112,0.1432682781760278,20,730
hsa_circrna_000598,osteoarthritis,0.2442265883088112,0.1432682781760278,20,731
hsa_circrna_0007334,"carcinoma, pancreatic ductal",0.2442265883088112,0.1432682781760278,20,732
hsa_circrna_0007874,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,733
hsa_circrna_001654,infantile hemangioma,0.2442265883088112,0.1432682781760278,20,734
hsa_circrna_001937,active tuberculosis,0.2442265883088112,0.1432682781760278,20,735
hsa_circrna_002178,breast neoplasms,0.2442265883088112,0.1432682781760278,20,736
hsa_circrna_003251,t2dm with depression,0.2442265883088112,0.1432682781760278,20,737
hsa_circrna_004183,repeated implantation failure,0.2442265883088112,0.1432682781760278,20,738
hsa_circrna_004662,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,739
hsa_circrna_005019,t2dm with depression,0.2442265883088112,0.1432682781760278,20,740
hsa_circrna_005086,active tuberculosis,0.2442265883088112,0.1432682781760278,20,741
hsa_circrna_0054633,"diabetes, gestational",0.2442265883088112,0.1432682781760278,20,742
hsa_circrna_008068,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,743
hsa_circrna_009024,active tuberculosis,0.2442265883088112,0.1432682781760278,20,744
hsa_circrna_014213,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,745
hsa_circrna_015115,t2dm with depression,0.2442265883088112,0.1432682781760278,20,746
hsa_circrna_044353,repeated implantation failure,0.2442265883088112,0.1432682781760278,20,747
hsa_circrna_046843,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,748
hsa_circrna_050898,moyamoya disease,0.2442265883088112,0.1432682781760278,20,749
hsa_circrna_061346,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,750
hsa_circrna_063981,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,751
hsa_circrna_067209,moyamoya disease,0.2442265883088112,0.1432682781760278,20,752
hsa_circrna_086376,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,753
hsa_circrna_091420,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,754
hsa_circrna_092516,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,755
hsa_circrna_100192,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,756
hsa_circrna_102116,infantile hemangioma,0.2442265883088112,0.1432682781760278,20,757
hsa_circrna_100750,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,758
hsa_circrna_100782,pre-eclampsia,0.2442265883088112,0.1432682781760278,20,759
hsa_circrna_100833,cutaneous squamous cell carcinoma,0.2442265883088112,0.1432682781760278,20,760
hsa_circrna_100833,lung neoplasms,0.2442265883088112,0.1432682781760278,20,761
hsa_circrna_100834,cutaneous squamous cell carcinoma,0.2442265883088112,0.1432682781760278,20,762
hsa_circrna_100914,moyamoya disease,0.2442265883088112,0.1432682781760278,20,763
hsa_circrna_100933,infantile hemangioma,0.2442265883088112,0.1432682781760278,20,764
hsa_circrna_101319,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,765
hsa_circrna_101408,"thyroid cancer, papillary",0.2442265883088112,0.1432682781760278,20,766
hsa_circrna_101720,moyamoya disease,0.2442265883088112,0.1432682781760278,20,767
hsa_circrna_101764,"carcinoma, hepatocellular",0.2442265883088112,0.1432682781760278,20,768
hsa_circrna_101873,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,769
hsa_circrna_101975,osteoarthritis,0.2442265883088112,0.1432682781760278,20,770
hsa_circrna_101981,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,771
hsa_circrna_406918,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,772
hsa_circrna_100533,squamous cell carcinoma of head and neck,0.2442265883088112,0.1432682781760278,20,773
hsa_circrna_102296,active tuberculosis,0.2442265883088112,0.1432682781760278,20,774
hsa_circrna_102761,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,775
hsa_circrna_103343,moyamoya disease,0.2442265883088112,0.1432682781760278,20,776
hsa_circrna_103387,osteoarthritis,0.2442265883088112,0.1432682781760278,20,777
hsa_circrna_103503,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,778
hsa_circrna_103595,lung neoplasms,0.2442265883088112,0.1432682781760278,20,779
hsa_circrna_104296,active tuberculosis,0.2442265883088112,0.1432682781760278,20,780
hsa_circrna_104387,diabetic retinopathy,0.2442265883088112,0.1432682781760278,20,781
hsa_circrna_104854,repeated implantation failure,0.2442265883088112,0.1432682781760278,20,782
hsa_circrna_104871,"arthritis, rheumatoid",0.2442265883088112,0.1432682781760278,20,783
hsa_circrna_104964,active tuberculosis,0.2442265883088112,0.1432682781760278,20,784
hsa_circrna_105055,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,785
hsa_circrna_404686,repeated implantation failure,0.2442265883088112,0.1432682781760278,20,786
hsa_circrna_406557,prostatic neoplasms,0.2442265883088112,0.1432682781760278,20,787
cbl.11,colorectal neoplasms,0.2442265883088112,0.1432682781760278,20,788
